Player_Name,Market_Value
Justin Njinmah,"7,00 mio. €"
Marvin Ducksch,"6,00 mio. €"
Keke Topp,"4,00 mio. €"
Dawid Kownacki,"2,50 mio. €"
Salim Musah,-
Kevin Müller,700 K €
Frank Feller,500 K €
Paul Tschernuth,100 K €
Benedikt Gimber,"3,00 mio. €"
Patrick Mainka,"3,00 mio. €"
Tim Siersleben,"2,00 mio. €"
Thomas Keller,500 K €
Adam Kölle,-
Jonas Föhrenbach,"1,50 mio. €"
Omar Traoré,"4,00 mio. €"
Marnon Busch,"1,20 mio. €"
Niklas Dorsch,"3,50 mio. €"
Julian Niehues,"1,50 mio. €"
Luka Janes,200 K €
Jan Schöppner,"4,00 mio. €"
Luca Kerber,"1,50 mio. €"
Nick Rothweiler,-
Arijon Ibrahimovic,"4,00 mio. €"
Adrian Beck,"2,00 mio. €"
Leo Scienza,"3,00 mio. €"
Mathias Honsak,"2,00 mio. €"
Sirlord Conteh,"1,50 mio. €"
Marvin Pieringer,"5,50 mio. €"
Budu Zivzivadze,"2,00 mio. €"
Maximilian Breunig,"1,50 mio. €"
Mikkel Kaufmann,"1,20 mio. €"
Stefan Schimmer,500 K €
Nikola Vasilj,"3,50 mio. €"
Ben Voll,500 K €
Simon Spari,350 K €
Eric Smith,"5,00 mio. €"
David Nemeth,"4,00 mio. €"
Hauke Wahl,"1,50 mio. €"
Karol Mets,"1,30 mio. €"
Adam Dzwigala,600 K €
Jannik Robatsch,600 K €
Muhammad Dahaba,125 K €
Lars Ritzka,"1,00 mio. €"
Louis Oppie,600 K €
Manolis Saliakas,"3,00 mio. €"
Arkadiusz Pyrka,"2,00 mio. €"
Fin Stevens,500 K €
James Sands,"3,00 mio. €"
Marwin Schmitz,200 K €
Joel Chima Fujita,"3,00 mio. €"
Connor Metcalfe,"2,50 mio. €"
Jackson Irvine,"2,00 mio. €"
Erik Ahlstrand,500 K €
Danel Sinani,"1,50 mio. €"
Mathias Pereira Lage,"2,50 mio. €"
Romeo Aigbekaen,100 K €
Oladapo Afolayan,"4,00 mio. €"
Scott Banks,500 K €
Andréas Hountondji,"2,50 mio. €"
Ricky-Jade Jones,900 K €
Abdoulie Ceesay,500 K €
Marco Carnesecchi,"25,00 mio. €"
Marco Sportiello,"1,00 mio. €"
Francesco Rossi,100 K €
Giorgio Scalvini,"35,00 mio. €"
Isak Hien,"30,00 mio. €"
Odilon Kossounou,"25,00 mio. €"
Sead Kolasinac,"7,00 mio. €"
Ben Godfrey,"6,00 mio. €"
Berat Djimsiti,"6,00 mio. €"
Giovanni Bonfanti,"3,00 mio. €"
Mitchel Bakker,"7,00 mio. €"
Honest Ahanor,"5,00 mio. €"
Ibrahim Sulemana,"7,00 mio. €"
Marten de Roon,"5,00 mio. €"
Éderson,"50,00 mio. €"
Mario Pasalić,"10,00 mio. €"
Marco Brescianini,"8,00 mio. €"
Raoul Bellanova,"24,00 mio. €"
Davide Zappacosta,"5,00 mio. €"
Marco Palestra,"3,50 mio. €"
Charles De Ketelaere,"35,00 mio. €"
Lazar Samardžić,"17,00 mio. €"
Daniel Maldini,"10,00 mio. €"
Kamaldeen Sulemana,"13,00 mio. €"
Ademola Lookman,"60,00 mio. €"
Mateo Retegui,"45,00 mio. €"
Gianluca Scamacca,"24,00 mio. €"
El Bilal Touré,"15,00 mio. €"
Jean Butez,"3,50 mio. €"
Emil Audero,"3,20 mio. €"
Mauro Vigorito,150 K €
Alberto Dossena,"8,00 mio. €"
Marc Oliver Kempf,"3,00 mio. €"
Edoardo Goldaniga,"3,00 mio. €"
Fellipe Jack,"1,40 mio. €"
Marco Curto,750 K €
Álex Valle,"6,00 mio. €"
Alberto Moreno,"1,50 mio. €"
Marco Sala,900 K €
Ignace Van der Brempt,"4,00 mio. €"
Mërgim Vojvoda,"3,00 mio. €"
Ivan Smolcic,"1,80 mio. €"
Peter Kovacik,"1,00 mio. €"
Tommaso Cassandro,700 K €
Máximo Perrone,"12,00 mio. €"
Yannik Engelhardt,"6,00 mio. €"
Oliver Abildgaard,"1,00 mio. €"
Maxence Caqueret,"16,00 mio. €"
Lucas Da Cunha,"10,00 mio. €"
Luca Mazzitelli,"1,50 mio. €"
Sergi Roberto,"1,50 mio. €"
Matthias Braunöder,"1,40 mio. €"
Ben Lhassine Kone,500 K €
Giuseppe Mazzaglia,250 K €
Nico Paz,"35,00 mio. €"
Martin Baturina,"22,00 mio. €"
Dele Alli,"2,00 mio. €"
Naj Razi,300 K €
Jesús Rodríguez,"30,00 mio. €"
Assane Diao,"30,00 mio. €"
Alieu Fadera,"4,50 mio. €"
Ali Jasim,550 K €
Nicolas Kühn,"12,00 mio. €"
Gabriel Strefezza,"6,00 mio. €"
Jayden Addai,"1,50 mio. €"
Samuel Ballet,"1,20 mio. €"
Liam Kerrigan,200 K €
Anastasios Douvikas,"10,00 mio. €"
Patrick Cutrone,"6,00 mio. €"
Iván Azón,"3,00 mio. €"
Andrea Belotti,"2,00 mio. €"
Alberto Cerri,"1,00 mio. €"
Alessandro Gabrielloni,850 K €
Vanja Milinković-Savić,"16,00 mio. €"
Mihai Popa,650 K €
Alberto Paleari,500 K €
Antonio Donnarumma,200 K €
Saúl Coco,"10,00 mio. €"
Ardian Ismajli,"6,00 mio. €"
Perr Schuurs,"5,00 mio. €"
Sebastian Walukiewicz,"4,50 mio. €"
Guillermo Maripán,"4,00 mio. €"
Saba Sazonov,"2,00 mio. €"
Adam Masina,"1,50 mio. €"
Ange Caumenan N'Guessan,300 K €
Senan Mullen,175 K €
Cristiano Biraghi,"1,80 mio. €"
Côme Bianay Balcot,175 K €
Adrien Tamèze,"2,00 mio. €"
Ivan Ilić,"16,00 mio. €"
Cesare Casadei,"15,00 mio. €"
Gvidas Gineitis,"6,00 mio. €"
Emirhan İlkhan,"1,70 mio. €"
Aaron Ciammaglichella,700 K €
Marcus Pedersen,"3,00 mio. €"
Ali Dembélé,900 K €
Brian Bayeye,300 K €
Valentino Lazaro,"4,50 mio. €"
Nikola Vlašić,"8,00 mio. €"
Tino Anjorin,"6,00 mio. €"
Sergiu Perciun,"1,50 mio. €"
Alieu Njie,"2,50 mio. €"
Zanos Savva,900 K €
Ché Adams,"15,00 mio. €"
Duván Zapata,"3,50 mio. €"
Antonio Sanabria,"2,80 mio. €"
Nicola Rauti,400 K €
Maduka Okoye,"7,50 mio. €"
Răzvan Sava,"2,50 mio. €"
Daniele Padelli,150 K €
Oumar Solet,"18,00 mio. €"
Nicolò Bertola,"6,00 mio. €"
Thomas Kristensen,"6,00 mio. €"
Lautaro Giannetti,"2,00 mio. €"
Matteo Palma,"1,00 mio. €"
Christian Kabasele,700 K €
Jordan Zemura,"4,50 mio. €"
Hassane Kamara,"3,50 mio. €"
Leonardo Buta,"2,00 mio. €"
Kingsley Ehizibue,"2,40 mio. €"
Gonçalo Esteves,500 K €
Jesper Karlström,"4,00 mio. €"
Sandi Lovrić,"8,50 mio. €"
Arthur Atta,"8,00 mio. €"
Jurgen Ekkelenkamp,"7,00 mio. €"
Martín Payero,"5,50 mio. €"
Oier Zarraga,"2,00 mio. €"
Marco Ballarini,100 K €
Rui Modesto,"2,00 mio. €"
Simone Pafundi,"5,00 mio. €"
David Pejičić,"1,00 mio. €"
Florian Thauvin,"5,00 mio. €"
Vakoun Bayo,"4,00 mio. €"
Brenner,"4,00 mio. €"
Keinan Davis,"3,40 mio. €"
Damián Pizarro,"3,20 mio. €"
Iker Bravo,"3,00 mio. €"
Alexis Sánchez,"1,50 mio. €"
Wladimiro Falcone,"3,50 mio. €"
Christian Früchtl,"1,30 mio. €"
Alexandru Borbei,100 K €
Jasper Samooja,75 K €
Federico Baschirotto,"3,60 mio. €"
Kialonda Gaspar,"3,50 mio. €"
Gaby Jean,"2,00 mio. €"
Tiago Gabriel,"1,00 mio. €"
Sebastian Esposito,200 K €
Antonino Gallo,"4,30 mio. €"
Vernon Addo,200 K €
Frédéric Guilbert,"2,50 mio. €"
Christ-Owen Kouassi,"2,00 mio. €"
Danilo Veiga,"1,00 mio. €"
Marlon Ubani,125 K €
Ylber Ramadani,"1,80 mio. €"
Balthazar Pierret,"1,70 mio. €"
Giacomo Faticanti,"1,00 mio. €"
Olaf Gorter,200 K €
Youssef Maleh,"3,20 mio. €"
Thórir Jóhann Helgason,"3,00 mio. €"
Lassana Coulibaly,"2,50 mio. €"
Mohamed Kaba,"2,00 mio. €"
Medon Berisha,"1,50 mio. €"
Hamza Rafia,"1,40 mio. €"
Niko Kovač,300 K €
Ed McJannet,150 K €
Enes Yilmaz,50 K €
Filip Marchwinski,"3,00 mio. €"
Rémi Oudin,"1,50 mio. €"
Lameck Banda,"4,50 mio. €"
Tete Morente,"2,00 mio. €"
Marco Delle Monache,800 K €
Till Winkelmann,200 K €
Santiago Pierotti,"4,00 mio. €"
Konan N’Dri,"1,40 mio. €"
Pablo Rodríguez,"1,80 mio. €"
Nikola Krstović,"15,00 mio. €"
Francesco Camarda,"10,00 mio. €"
Rareș Burnete,700 K €
Lorenzo Montipò,"2,00 mio. €"
Simone Perilli,400 K €
Federico Magro,300 K €
Giacomo Toniolo,75 K €
Daniele Ghilardi,"5,00 mio. €"
Enzo Ebosse,"2,00 mio. €"
Tobias Slotsager,"2,00 mio. €"
Nicolò Calabrese,300 K €
Martin Frese,"2,00 mio. €"
Jackson Tchatchoua,"8,00 mio. €"
Daniel Oyegoke,500 K €
Fallou Cham,150 K €
Cheikh Niasse,"2,50 mio. €"
Charlys,450 K €
Suat Serdar,"4,50 mio. €"
Antoine Bernede,"2,50 mio. €"
Abdou Harroui,"1,80 mio. €"
Tomas Suslov,"6,00 mio. €"
Grigoris Kastanos,"1,50 mio. €"
Alphadjo Cissè,"1,00 mio. €"
Stefan Mitrović,"1,50 mio. €"
Jayden Braaf,650 K €
Yayah Kallon,400 K €
Amin Sarr,"5,00 mio. €"
Giovane,"3,00 mio. €"
Daniel Mosquera,"1,50 mio. €"
Mathis Lambourde,800 K €
Dailon Rocha Livramento,800 K €
Kevin Lasagna,750 K €
Junior Ajayi,300 K €
Juan Manuel Cruz,250 K €
Andrea Fulignati,"1,20 mio. €"
Gianluca Saro,300 K €
Francesco Tommasi,125 K €
Lapo Nava,100 K €
Luca Ravanelli,"1,60 mio. €"
Francesco Folino,700 K €
Matteo Bianchetti,400 K €
Federico Ceccherini,400 K €
Lorenzo Moretti,250 K €
Maissa Ndiaye,100 K €
Giacomo Quagliata,"1,20 mio. €"
Yuri Rocchetti,900 K €
Paulo Azzi,800 K €
Tommaso Barbieri,"2,50 mio. €"
Romano Floriani Mussolini,"1,50 mio. €"
Charles Pickel,"2,40 mio. €"
Michele Castagnetti,350 K €
Alessio Brambilla,125 K €
Michele Collocolo,"3,00 mio. €"
Mattia Valoti,900 K €
Tommaso Milanese,600 K €
Dachi Lordkipanidze,100 K €
Leonardo Sernicola,"1,80 mio. €"
Franco Vázquez,750 K €
Dennis Johnsen,"3,50 mio. €"
Jari Vandeputte,"3,20 mio. €"
Luca Zanimacchia,"1,20 mio. €"
David Okereke,"2,20 mio. €"
Felix Afena-Gyan,"2,00 mio. €"
Manuel De Luca,"2,00 mio. €"
Marco Nasti,"2,00 mio. €"
Federico Bonazzoli,"1,00 mio. €"
Frank Tsadjout,500 K €
David Stückler,500 K €
Christos Mandas,"10,00 mio. €"
Ivan Provedel,"3,00 mio. €"
Davide Renzetti,100 K €
Alessio Furlanetto,50 K €
Mario Gila,"30,00 mio. €"
Alessio Romagnoli,"7,00 mio. €"
Oliver Provstgaard,"3,50 mio. €"
Samuel Gigot,"3,00 mio. €"
Patric,"2,50 mio. €"
Fabio Andrea Ruggeri,"1,00 mio. €"
Nuno Tavares,"25,00 mio. €"
Luca Pellegrini,"3,00 mio. €"
Mohamed Salim Fares,600 K €
Dimitrije Kamenovic,500 K €
Adam Marusic,"3,50 mio. €"
Elseid Hysaj,"1,50 mio. €"
Nicolò Rovella,"30,00 mio. €"
Reda Belahyane,"10,00 mio. €"
Danilo Cataldi,"3,50 mio. €"
Mattéo Guendouzi,"32,00 mio. €"
Matías Vecino,"2,00 mio. €"
Toma Bašić,800 K €
Manuel Lazzari,"3,50 mio. €"
Fisayo Dele-Bashiru,"7,50 mio. €"
Cristo Muñoz,250 K €
Mattia Zaccagni,"20,00 mio. €"
Saná Fernandes,700 K €
Gustav Isaksen,"20,00 mio. €"
Tijjani Noslin,"7,50 mio. €"
Matteo Cancellieri,"4,50 mio. €"
Pedro,"1,00 mio. €"
Taty Castellanos,"25,00 mio. €"
Boulaye Dia,"15,00 mio. €"
Lucas Chevalier,"30,00 mio. €"
Arnaud Bodart,"2,50 mio. €"
Marc-Aurèle Caillard,100 K €
Bafodé Diakité,"28,00 mio. €"
Alexsandro,"20,00 mio. €"
Aïssa Mandi,"1,20 mio. €"
Rafael Fernandes,"1,00 mio. €"
Ousmane Touré,500 K €
Vincent Burlet,600 K €
Tiago Santos,"15,00 mio. €"
Thomas Meunier,"2,00 mio. €"
Ngal'ayel Mukau,"15,00 mio. €"
Nabil Bentaleb,"6,00 mio. €"
Benjamin André,"5,00 mio. €"
Ugo Raghouber,"4,00 mio. €"
Ayyoub Bouaddi,"28,00 mio. €"
André Gomes,"6,00 mio. €"
Ethan Mbappé,"5,00 mio. €"
Hákon Arnar Haraldsson,"18,00 mio. €"
Osame Sahraoui,"12,00 mio. €"
Félix Correia,"4,00 mio. €"
Tiago Morais,"3,00 mio. €"
Edon Zhegrova,"25,00 mio. €"
Marius Broholm,"7,00 mio. €"
Matías Fernández-Pardo,"15,00 mio. €"
Mohamed Bayo,"2,80 mio. €"
Olivier Giroud,"1,50 mio. €"
Trévis Dago,400 K €
Lucas Perri,"10,00 mio. €"
Rémy Descamps,"1,20 mio. €"
Mathieu Patouillet,800 K €
Justin Bengui,400 K €
Lassine Diarra,50 K €
Moussa Niakhaté,"15,00 mio. €"
Duje Caleta-Car,"7,00 mio. €"
Clinton Mata,"3,50 mio. €"
Abner,"7,00 mio. €"
Achraf Laâziri,800 K €
Ainsley Maitland-Niles,"12,00 mio. €"
Saël Kumbedi,"7,00 mio. €"
Orel Mangala,"18,00 mio. €"
Tanner Tessmann,"6,00 mio. €"
Nemanja Matic,"2,00 mio. €"
Paul Akouokou,800 K €
Islamdine Halifa,750 K €
Corentin Tolisso,"12,00 mio. €"
Jordan Veretout,"4,00 mio. €"
Mahamadou Diawara,"2,00 mio. €"
Malick Fofana,"30,00 mio. €"
Ernest Nuamah,"15,00 mio. €"
Georges Mikautadze,"22,00 mio. €"
Enzo Molebe,100 K €
Yahia Fofana,"7,00 mio. €"
Hervé Koffi,"1,20 mio. €"
Melvin Zinga,300 K €
Oumar Pona,-
Emmanuel Biumla,"4,00 mio. €"
Jordan Lefort,"1,50 mio. €"
Ousmane Camara,400 K €
Abdoulaye Bamba,300 K €
Jacques Ekomié,800 K €
Florent Hanin,300 K €
Dan Sinaté,-
Carlens Arcus,"1,80 mio. €"
Lilian Raolisoa,800 K €
Marius Louër,-
Marius Courcoul,300 K €
Haris Belkebla,"2,00 mio. €"
Yassin Belkhdim,"1,00 mio. €"
Louis Mouton,700 K €
Pierrick Capelle,200 K €
Himad Abdelli,"7,00 mio. €"
Jim Allevinah,"1,50 mio. €"
Justin Kalumba,400 K €
Estéban Lepaul,"7,00 mio. €"
Sidiki Chérif,800 K €
Guédé Nadje,50 K €
Mory Diaw,800 K €
Lionel Mpasi-Nzau,400 K €
Paul Argney,100 K €
Arouna Sangante,"8,00 mio. €"
Étienne Youté Kinkoué,"7,00 mio. €"
Gautier Lloris,"3,00 mio. €"
Aliou Thiaré,800 K €
Yanis Zouaoui,800 K €
Thomas Delaine,600 K €
Loïc Nego,700 K €
Oualid El Hajjam,300 K €
Abdoulaye Touré,"3,00 mio. €"
Rassoul Ndiaye,"2,00 mio. €"
Yassine Kechta,"5,00 mio. €"
Simon Ebonog,150 K €
Mokrane Bentoumi,50 K €
Ismaïl Bouneb,50 K €
Issa Soumaré,"2,00 mio. €"
Felix Mambimbi,600 K €
Kandet Diawara,400 K €
Godson Kyeremeh,700 K €
Ruben Londja,-
Elysée Logbo,400 K €
Nicola Leali,"1,50 mio. €"
Benjamin Siegrist,650 K €
Daniele Sommariva,100 K €
Koni De Winter,"22,00 mio. €"
Johan Vásquez,"14,00 mio. €"
Alessandro Vogliacco,"2,80 mio. €"
Alessandro Marcandalli,"2,00 mio. €"
Sebastian Otoa,"2,00 mio. €"
Mattia Bani,"1,80 mio. €"
Aarón Martín,"6,50 mio. €"
Brooke Norton-Cuffy,"3,50 mio. €"
Stefano Sabelli,"1,40 mio. €"
Emil Bohinen,"1,50 mio. €"
Morten Frendrup,"20,00 mio. €"
Patrizio Masini,"6,00 mio. €"
Mikael Egill Ellertsson,"3,40 mio. €"
Morten Thorsby,"3,00 mio. €"
Valentín Carboni,"12,00 mio. €"
Albert Grønbæk,"11,00 mio. €"
Nicolae Stanciu,"3,50 mio. €"
Ruslan Malinovskyi,"2,50 mio. €"
Mattia Aramu,900 K €
Christos Papadopoulos,700 K €
Hugo Cuenca,300 K €
Junior Messias,"1,50 mio. €"
Lorenzo Venturino,"1,50 mio. €"
Seydou Fini,"1,30 mio. €"
Vitinha,"8,00 mio. €"
Jeff Ekhator,"5,00 mio. €"
Caleb Ekuban,"1,30 mio. €"
David Ankeye,850 K €
Alessandro Debenedetti,650 K €
Gerónimo Rulli,"8,00 mio. €"
Jeffrey de Lange,"2,00 mio. €"
Rubén Blanco,"1,00 mio. €"
Simon Ngapandouetnbu,500 K €
Jelle Van Neck,50 K €
Facundo Medina,"25,00 mio. €"
Leonardo Balerdi,"20,00 mio. €"
CJ Egan-Riley,"16,00 mio. €"
Derek Cornelius,"5,00 mio. €"
Bamo Meïté,"4,00 mio. €"
Quentin Merlin,"15,00 mio. €"
Ulisses Garcia,"5,00 mio. €"
Amir Murillo,"10,00 mio. €"
Pol Lirola,"4,00 mio. €"
Pierre-Emile Højbjerg,"20,00 mio. €"
Geoffrey Kondogbia,"7,00 mio. €"
Adrien Rabiot,"25,00 mio. €"
Azzedine Ounahi,"10,00 mio. €"
Valentin Rongier,"9,00 mio. €"
Ismaël Koné,"9,00 mio. €"
Bilal Nadir,"5,00 mio. €"
Angel Gomes,"20,00 mio. €"
Amine Harit,"8,00 mio. €"
Darryl Bakola,200 K €
Jonathan Rowe,"12,00 mio. €"
Mason Greenwood,"40,00 mio. €"
François Mughe,400 K €
Amine Gouiri,"30,00 mio. €"
Neal Maupay,"8,00 mio. €"
Faris Moumbagna,"5,00 mio. €"
Yehvann Diouf,"12,00 mio. €"
Maxime Dupé,900 K €
Teddy Boulhendi,50 K €
Youssouf Ndayishimiye,"12,00 mio. €"
Moïse Bombito,"10,00 mio. €"
Juma Bah,"6,00 mio. €"
Mohamed Abdelmonem,"4,00 mio. €"
Dante,500 K €
Amidou Doumbouya,200 K €
Melvin Bard,"15,00 mio. €"
Ali Abdi,"3,00 mio. €"
Jonathan Clauss,"5,00 mio. €"
Antoine Mendy,"2,50 mio. €"
Pablo Rosario,"8,00 mio. €"
Hicham Boudaoui,"15,00 mio. €"
Tanguy Ndombélé,"7,00 mio. €"
Morgan Sanson,"5,00 mio. €"
Issiaga Camara,200 K €
Tom Louchet,"2,50 mio. €"
Gabin Bernardeau,600 K €
Jérémie Boga,"10,00 mio. €"
Sofiane Diop,"10,00 mio. €"
Isak Jansson,"3,50 mio. €"
Billal Brahimi,"1,80 mio. €"
Aliou Baldé,800 K €
Mohamed-Ali Cho,"15,00 mio. €"
Badredine Bouanani,"7,00 mio. €"
Evann Guessand,"25,00 mio. €"
Terem Moffi,"15,00 mio. €"
Gaëtan Laborde,"6,00 mio. €"
Gianluigi Donnarumma,"40,00 mio. €"
Matvey Safonov,"20,00 mio. €"
Arnau Tenas,"3,00 mio. €"
Renato Marin,500 K €
Willian Pacho,"65,00 mio. €"
Marquinhos,"35,00 mio. €"
Lucas Beraldo,"25,00 mio. €"
Milan Škriniar,"15,00 mio. €"
Presnel Kimpembe,"5,00 mio. €"
Nuno Mendes,"70,00 mio. €"
Lucas Hernández,"25,00 mio. €"
Achraf Hakimi,"80,00 mio. €"
Nordi Mukiele,"10,00 mio. €"
João Neves,"80,00 mio. €"
Gabriel Moscardo,"8,00 mio. €"
Vitinha,"80,00 mio. €"
Warren Zaïre-Emery,"55,00 mio. €"
Fabián Ruiz,"40,00 mio. €"
Carlos Soler,"18,00 mio. €"
Senny Mayulu,"15,00 mio. €"
Renato Sanches,"3,00 mio. €"
Marco Asensio,"20,00 mio. €"
Khvicha Kvaratskhelia,"90,00 mio. €"
Bradley Barcola,"70,00 mio. €"
Ousmane Dembélé,"90,00 mio. €"
Désiré Doué,"90,00 mio. €"
Kang-in Lee,"25,00 mio. €"
Ibrahim Mbaye,"3,00 mio. €"
Gonçalo Ramos,"40,00 mio. €"
Randal Kolo Muani,"30,00 mio. €"
